,cifar-100-long-tail-1,cifar-100-long-tail-2,cifar-100-long-tail-3,cifar-10-long-tail-1,cifar-10-long-tail-2,cifar-10-long-tail-3,tiny-imagenet-200-1,tiny-imagenet-200-2,tiny-imagenet-200-3
SPAUCI,,,,,,,,,
